id,features,label
505,"{""user_id"": 1505, ""item_id"": 2505, ""age"": 33, ""income"": 41806, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
506,"{""user_id"": 1506, ""item_id"": 2506, ""age"": 33, ""income"": 40933, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
507,"{""user_id"": 1507, ""item_id"": 2507, ""age"": 46, ""income"": 60103, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
508,"{""user_id"": 1508, ""item_id"": 2508, ""age"": 50, ""income"": 54981, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
509,"{""user_id"": 1509, ""item_id"": 2509, ""age"": 28, ""income"": 56370, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
510,"{""user_id"": 1510, ""item_id"": 2510, ""age"": 23, ""income"": 64779, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
511,"{""user_id"": 1511, ""item_id"": 2511, ""age"": 18, ""income"": 74662, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
512,"{""user_id"": 1512, ""item_id"": 2512, ""age"": 37, ""income"": 54857, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
513,"{""user_id"": 1513, ""item_id"": 2513, ""age"": 38, ""income"": 55839, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
514,"{""user_id"": 1514, ""item_id"": 2514, ""age"": 37, ""income"": 41206, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
515,"{""user_id"": 1515, ""item_id"": 2515, ""age"": 43, ""income"": 72322, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
516,"{""user_id"": 1516, ""item_id"": 2516, ""age"": 31, ""income"": 57164, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
517,"{""user_id"": 1517, ""item_id"": 2517, ""age"": 33, ""income"": 34202, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
518,"{""user_id"": 1518, ""item_id"": 2518, ""age"": 40, ""income"": 67294, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
519,"{""user_id"": 1519, ""item_id"": 2519, ""age"": 46, ""income"": 72648, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
520,"{""user_id"": 1520, ""item_id"": 2520, ""age"": 32, ""income"": 33953, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
521,"{""user_id"": 1521, ""item_id"": 2521, ""age"": 30, ""income"": 57062, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
522,"{""user_id"": 1522, ""item_id"": 2522, ""age"": 19, ""income"": 55968, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
523,"{""user_id"": 1523, ""item_id"": 2523, ""age"": 39, ""income"": 43180, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
524,"{""user_id"": 1524, ""item_id"": 2524, ""age"": 36, ""income"": 62644, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
525,"{""user_id"": 1525, ""item_id"": 2525, ""age"": 39, ""income"": 48072, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
526,"{""user_id"": 1526, ""item_id"": 2526, ""age"": 29, ""income"": 46530, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
527,"{""user_id"": 1527, ""item_id"": 2527, ""age"": 36, ""income"": 81012, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
528,"{""user_id"": 1528, ""item_id"": 2528, ""age"": 34, ""income"": 38760, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
529,"{""user_id"": 1529, ""item_id"": 2529, ""age"": 40, ""income"": 67993, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
530,"{""user_id"": 1530, ""item_id"": 2530, ""age"": 45, ""income"": 71140, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
531,"{""user_id"": 1531, ""item_id"": 2531, ""age"": 32, ""income"": 62454, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
532,"{""user_id"": 1532, ""item_id"": 2532, ""age"": 18, ""income"": 63612, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
533,"{""user_id"": 1533, ""item_id"": 2533, ""age"": 44, ""income"": 60549, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
534,"{""user_id"": 1534, ""item_id"": 2534, ""age"": 25, ""income"": 55806, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
535,"{""user_id"": 1535, ""item_id"": 2535, ""age"": 47, ""income"": 56568, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
536,"{""user_id"": 1536, ""item_id"": 2536, ""age"": 28, ""income"": 49120, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
537,"{""user_id"": 1537, ""item_id"": 2537, ""age"": 48, ""income"": 77078, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
538,"{""user_id"": 1538, ""item_id"": 2538, ""age"": 52, ""income"": 66664, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
539,"{""user_id"": 1539, ""item_id"": 2539, ""age"": 42, ""income"": 34858, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
540,"{""user_id"": 1540, ""item_id"": 2540, ""age"": 50, ""income"": 71109, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
541,"{""user_id"": 1541, ""item_id"": 2541, ""age"": 47, ""income"": 84243, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
542,"{""user_id"": 1542, ""item_id"": 2542, ""age"": 40, ""income"": 55483, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
543,"{""user_id"": 1543, ""item_id"": 2543, ""age"": 20, ""income"": 77775, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
544,"{""user_id"": 1544, ""item_id"": 2544, ""age"": 46, ""income"": 54830, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
545,"{""user_id"": 1545, ""item_id"": 2545, ""age"": 18, ""income"": 65656, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
546,"{""user_id"": 1546, ""item_id"": 2546, ""age"": 34, ""income"": 61893, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
547,"{""user_id"": 1547, ""item_id"": 2547, ""age"": 45, ""income"": 38944, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
548,"{""user_id"": 1548, ""item_id"": 2548, ""age"": 41, ""income"": 83267, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
549,"{""user_id"": 1549, ""item_id"": 2549, ""age"": 18, ""income"": 62822, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
550,"{""user_id"": 1550, ""item_id"": 2550, ""age"": 28, ""income"": 30000, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
551,"{""user_id"": 1551, ""item_id"": 2551, ""age"": 47, ""income"": 59047, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
552,"{""user_id"": 1552, ""item_id"": 2552, ""age"": 31, ""income"": 58565, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
553,"{""user_id"": 1553, ""item_id"": 2553, ""age"": 27, ""income"": 30000, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
554,"{""user_id"": 1554, ""item_id"": 2554, ""age"": 32, ""income"": 85373, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
555,"{""user_id"": 1555, ""item_id"": 2555, ""age"": 42, ""income"": 47527, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
556,"{""user_id"": 1556, ""item_id"": 2556, ""age"": 38, ""income"": 35286, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
557,"{""user_id"": 1557, ""item_id"": 2557, ""age"": 36, ""income"": 81992, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
558,"{""user_id"": 1558, ""item_id"": 2558, ""age"": 33, ""income"": 99158, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
559,"{""user_id"": 1559, ""item_id"": 2559, ""age"": 44, ""income"": 55091, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
560,"{""user_id"": 1560, ""item_id"": 2560, ""age"": 55, ""income"": 42584, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
561,"{""user_id"": 1561, ""item_id"": 2561, ""age"": 51, ""income"": 59057, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
562,"{""user_id"": 1562, ""item_id"": 2562, ""age"": 29, ""income"": 75221, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
563,"{""user_id"": 1563, ""item_id"": 2563, ""age"": 38, ""income"": 55873, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
564,"{""user_id"": 1564, ""item_id"": 2564, ""age"": 36, ""income"": 33750, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
565,"{""user_id"": 1565, ""item_id"": 2565, ""age"": 33, ""income"": 78013, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
566,"{""user_id"": 1566, ""item_id"": 2566, ""age"": 32, ""income"": 42217, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
567,"{""user_id"": 1567, ""item_id"": 2567, ""age"": 35, ""income"": 72992, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
568,"{""user_id"": 1568, ""item_id"": 2568, ""age"": 48, ""income"": 73844, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
569,"{""user_id"": 1569, ""item_id"": 2569, ""age"": 37, ""income"": 66494, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
570,"{""user_id"": 1570, ""item_id"": 2570, ""age"": 28, ""income"": 71180, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
571,"{""user_id"": 1571, ""item_id"": 2571, ""age"": 40, ""income"": 74187, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
572,"{""user_id"": 1572, ""item_id"": 2572, ""age"": 25, ""income"": 45624, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
573,"{""user_id"": 1573, ""item_id"": 2573, ""age"": 18, ""income"": 66342, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
574,"{""user_id"": 1574, ""item_id"": 2574, ""age"": 20, ""income"": 77304, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
575,"{""user_id"": 1575, ""item_id"": 2575, ""age"": 18, ""income"": 35796, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
576,"{""user_id"": 1576, ""item_id"": 2576, ""age"": 45, ""income"": 70535, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
577,"{""user_id"": 1577, ""item_id"": 2577, ""age"": 29, ""income"": 65463, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
578,"{""user_id"": 1578, ""item_id"": 2578, ""age"": 31, ""income"": 57007, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
579,"{""user_id"": 1579, ""item_id"": 2579, ""age"": 41, ""income"": 70152, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
580,"{""user_id"": 1580, ""item_id"": 2580, ""age"": 40, ""income"": 65812, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
581,"{""user_id"": 1581, ""item_id"": 2581, ""age"": 33, ""income"": 83301, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
582,"{""user_id"": 1582, ""item_id"": 2582, ""age"": 24, ""income"": 52950, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
583,"{""user_id"": 1583, ""item_id"": 2583, ""age"": 43, ""income"": 80499, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
584,"{""user_id"": 1584, ""item_id"": 2584, ""age"": 41, ""income"": 74862, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
585,"{""user_id"": 1585, ""item_id"": 2585, ""age"": 18, ""income"": 47787, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
586,"{""user_id"": 1586, ""item_id"": 2586, ""age"": 26, ""income"": 78588, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
587,"{""user_id"": 1587, ""item_id"": 2587, ""age"": 43, ""income"": 56819, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
588,"{""user_id"": 1588, ""item_id"": 2588, ""age"": 29, ""income"": 84383, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
589,"{""user_id"": 1589, ""item_id"": 2589, ""age"": 41, ""income"": 61288, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
590,"{""user_id"": 1590, ""item_id"": 2590, ""age"": 33, ""income"": 62678, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
591,"{""user_id"": 1591, ""item_id"": 2591, ""age"": 44, ""income"": 67187, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
592,"{""user_id"": 1592, ""item_id"": 2592, ""age"": 56, ""income"": 60457, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
593,"{""user_id"": 1593, ""item_id"": 2593, ""age"": 40, ""income"": 54387, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
594,"{""user_id"": 1594, ""item_id"": 2594, ""age"": 60, ""income"": 75635, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
595,"{""user_id"": 1595, ""item_id"": 2595, ""age"": 20, ""income"": 67218, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
596,"{""user_id"": 1596, ""item_id"": 2596, ""age"": 31, ""income"": 46820, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
597,"{""user_id"": 1597, ""item_id"": 2597, ""age"": 24, ""income"": 61886, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
598,"{""user_id"": 1598, ""item_id"": 2598, ""age"": 30, ""income"": 92363, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
599,"{""user_id"": 1599, ""item_id"": 2599, ""age"": 18, ""income"": 41993, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
600,"{""user_id"": 1600, ""item_id"": 2600, ""age"": 38, ""income"": 47813, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
601,"{""user_id"": 1601, ""item_id"": 2601, ""age"": 48, ""income"": 70687, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
602,"{""user_id"": 1602, ""item_id"": 2602, ""age"": 39, ""income"": 63864, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
603,"{""user_id"": 1603, ""item_id"": 2603, ""age"": 22, ""income"": 62554, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
604,"{""user_id"": 1604, ""item_id"": 2604, ""age"": 37, ""income"": 36984, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
605,"{""user_id"": 1605, ""item_id"": 2605, ""age"": 31, ""income"": 71086, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
606,"{""user_id"": 1606, ""item_id"": 2606, ""age"": 40, ""income"": 39242, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
607,"{""user_id"": 1607, ""item_id"": 2607, ""age"": 47, ""income"": 64188, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
608,"{""user_id"": 1608, ""item_id"": 2608, ""age"": 33, ""income"": 49908, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
609,"{""user_id"": 1609, ""item_id"": 2609, ""age"": 36, ""income"": 68845, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
610,"{""user_id"": 1610, ""item_id"": 2610, ""age"": 35, ""income"": 70574, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
611,"{""user_id"": 1611, ""item_id"": 2611, ""age"": 34, ""income"": 60163, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
612,"{""user_id"": 1612, ""item_id"": 2612, ""age"": 48, ""income"": 45812, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
613,"{""user_id"": 1613, ""item_id"": 2613, ""age"": 41, ""income"": 32235, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
614,"{""user_id"": 1614, ""item_id"": 2614, ""age"": 38, ""income"": 47829, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
615,"{""user_id"": 1615, ""item_id"": 2615, ""age"": 43, ""income"": 83560, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
616,"{""user_id"": 1616, ""item_id"": 2616, ""age"": 38, ""income"": 30000, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
617,"{""user_id"": 1617, ""item_id"": 2617, ""age"": 34, ""income"": 70873, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
618,"{""user_id"": 1618, ""item_id"": 2618, ""age"": 23, ""income"": 51142, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
619,"{""user_id"": 1619, ""item_id"": 2619, ""age"": 44, ""income"": 92048, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
620,"{""user_id"": 1620, ""item_id"": 2620, ""age"": 46, ""income"": 50737, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
621,"{""user_id"": 1621, ""item_id"": 2621, ""age"": 45, ""income"": 44019, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
622,"{""user_id"": 1622, ""item_id"": 2622, ""age"": 29, ""income"": 43085, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
623,"{""user_id"": 1623, ""item_id"": 2623, ""age"": 48, ""income"": 30000, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
624,"{""user_id"": 1624, ""item_id"": 2624, ""age"": 46, ""income"": 59034, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
625,"{""user_id"": 1625, ""item_id"": 2625, ""age"": 43, ""income"": 68534, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
626,"{""user_id"": 1626, ""item_id"": 2626, ""age"": 43, ""income"": 47399, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
627,"{""user_id"": 1627, ""item_id"": 2627, ""age"": 28, ""income"": 75965, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
628,"{""user_id"": 1628, ""item_id"": 2628, ""age"": 54, ""income"": 41372, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
629,"{""user_id"": 1629, ""item_id"": 2629, ""age"": 33, ""income"": 30000, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
630,"{""user_id"": 1630, ""item_id"": 2630, ""age"": 21, ""income"": 48777, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
631,"{""user_id"": 1631, ""item_id"": 2631, ""age"": 40, ""income"": 65531, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
632,"{""user_id"": 1632, ""item_id"": 2632, ""age"": 55, ""income"": 71127, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
633,"{""user_id"": 1633, ""item_id"": 2633, ""age"": 29, ""income"": 71482, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
634,"{""user_id"": 1634, ""item_id"": 2634, ""age"": 31, ""income"": 49457, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
635,"{""user_id"": 1635, ""item_id"": 2635, ""age"": 18, ""income"": 32413, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
636,"{""user_id"": 1636, ""item_id"": 2636, ""age"": 38, ""income"": 74181, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
637,"{""user_id"": 1637, ""item_id"": 2637, ""age"": 35, ""income"": 59186, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
638,"{""user_id"": 1638, ""item_id"": 2638, ""age"": 34, ""income"": 65761, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
639,"{""user_id"": 1639, ""item_id"": 2639, ""age"": 30, ""income"": 65901, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
640,"{""user_id"": 1640, ""item_id"": 2640, ""age"": 42, ""income"": 58027, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
641,"{""user_id"": 1641, ""item_id"": 2641, ""age"": 33, ""income"": 72991, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
642,"{""user_id"": 1642, ""item_id"": 2642, ""age"": 41, ""income"": 78899, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
643,"{""user_id"": 1643, ""item_id"": 2643, ""age"": 42, ""income"": 63773, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
644,"{""user_id"": 1644, ""item_id"": 2644, ""age"": 36, ""income"": 61349, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
645,"{""user_id"": 1645, ""item_id"": 2645, ""age"": 35, ""income"": 39942, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
646,"{""user_id"": 1646, ""item_id"": 2646, ""age"": 46, ""income"": 68723, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
647,"{""user_id"": 1647, ""item_id"": 2647, ""age"": 44, ""income"": 67885, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
648,"{""user_id"": 1648, ""item_id"": 2648, ""age"": 27, ""income"": 48793, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
649,"{""user_id"": 1649, ""item_id"": 2649, ""age"": 27, ""income"": 44899, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
650,"{""user_id"": 1650, ""item_id"": 2650, ""age"": 37, ""income"": 51177, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
651,"{""user_id"": 1651, ""item_id"": 2651, ""age"": 20, ""income"": 51744, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
652,"{""user_id"": 1652, ""item_id"": 2652, ""age"": 22, ""income"": 30000, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
653,"{""user_id"": 1653, ""item_id"": 2653, ""age"": 26, ""income"": 43762, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
654,"{""user_id"": 1654, ""item_id"": 2654, ""age"": 58, ""income"": 87337, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
655,"{""user_id"": 1655, ""item_id"": 2655, ""age"": 39, ""income"": 62860, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
656,"{""user_id"": 1656, ""item_id"": 2656, ""age"": 34, ""income"": 69925, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
657,"{""user_id"": 1657, ""item_id"": 2657, ""age"": 31, ""income"": 54697, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
658,"{""user_id"": 1658, ""item_id"": 2658, ""age"": 40, ""income"": 67026, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
659,"{""user_id"": 1659, ""item_id"": 2659, ""age"": 25, ""income"": 55517, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
660,"{""user_id"": 1660, ""item_id"": 2660, ""age"": 32, ""income"": 50913, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
661,"{""user_id"": 1661, ""item_id"": 2661, ""age"": 32, ""income"": 67163, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
662,"{""user_id"": 1662, ""item_id"": 2662, ""age"": 28, ""income"": 53110, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
663,"{""user_id"": 1663, ""item_id"": 2663, ""age"": 30, ""income"": 63821, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
664,"{""user_id"": 1664, ""item_id"": 2664, ""age"": 38, ""income"": 81051, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
665,"{""user_id"": 1665, ""item_id"": 2665, ""age"": 37, ""income"": 40728, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
666,"{""user_id"": 1666, ""item_id"": 2666, ""age"": 36, ""income"": 48102, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
667,"{""user_id"": 1667, ""item_id"": 2667, ""age"": 36, ""income"": 48664, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
668,"{""user_id"": 1668, ""item_id"": 2668, ""age"": 18, ""income"": 77792, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
669,"{""user_id"": 1669, ""item_id"": 2669, ""age"": 44, ""income"": 62869, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
670,"{""user_id"": 1670, ""item_id"": 2670, ""age"": 38, ""income"": 62460, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
671,"{""user_id"": 1671, ""item_id"": 2671, ""age"": 37, ""income"": 55415, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
672,"{""user_id"": 1672, ""item_id"": 2672, ""age"": 37, ""income"": 58106, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
